id,entry_id,title,push_title,category,city,push_type,push_os,push_entire,test_mode,status,insert_time,operator,Receive/Send,Click/Show
1,39f48ec7_ru,"Роскосмос сообщил, когда начнет отправлять туристов на орбиту",,Others,,delay,all,False,False,3,2017-09-08 05:48:17,steve,675045/-=-,25832/690387=3.742%
2,7184e0ca_ru,В бессознательное состояние ввел свою «жертву» грабитель на одной из улиц Вологды,,Crime,,immediately,all,True,False,3,2017-09-08 07:39:41,steve,1188381/-=-,147057/1295571=11.35%
3,8abd939d_ru,В преддверии Дня танкиста Минобороны РФ опубликовало уникальные исторические документы,,Others,,immediately,all,True,False,3,2017-09-08 09:41:55,steve,1586089/-=-,253088/1861173=13.6%
7,207d33ee_ru,Бензин может резко подорожать из-за Крыма,Внеплановый рост цен,Business,,immediately,all,True,False,3,2017-09-18 06:45:55,alexandr,3475917/-=-,1078073/3497404=30.82%
9,b06ceeb1_ru,России пророчат скорый банковский кризис,,Business,,delay,all,False,False,3,2017-09-18 07:09:43,xinyunx,2965523/-=-,417917/2838999=14.72%
10,d4bad162_ru,Российские звезды отгуляли на роскошной армянской свадьбе,,News_Entertainment,,delay,all,False,False,3,2017-09-18 07:12:55,xinyunx,1197441/-=-,28837/1087136=2.653%
11,16b147ca_ru,Нагиев прокомментировал информацию об «уходе в декрет»,,News_Entertainment,,delay,all,True,False,3,2017-09-18 07:31:01,alexandr,3384340/-=-,338325/4453112=7.597%
12,5af6883c_ru,Рубль может получить новый ориентир вместо нефти,,Business,,delay,all,False,False,3,2017-09-18 07:33:18,xinyunx,94/-=-,8/135=5.926%
13,849e6a60_ru,Астрофизики прогнозируют столкновение Земли и Марса,,Technology,,delay,all,False,False,3,2017-09-18 07:37:16,alexandr,5/-=-,-/5=-
14,2cb1e443_ru,Сибирь на грани энергодефицита,,Business,,delay,all,False,False,3,2017-09-18 07:38:56,xinyunx,8/-=-,-/7=-
15,e46fe77c_ru,Новый вирус может взломать устройство через Bluetooth за десять секунд,,Technology,,delay,all,False,False,3,2017-09-18 07:39:35,alexandr,11/-=-,2/11=18.18%
16,d3f8a49c_ru,Призрак в доспехах,,Auto,,delay,all,False,False,3,2017-09-18 07:40:55,alexandr,2/-=-,-/3=-
19,ce4b3c80_ru,Что грозит за переход дороги не по «зебре»?,,Others,,delay,all,False,False,3,2017-09-18 07:53:37,alexandr,13/-=-,-/13=-
20,a20ab47b_ru,Иск Siemens к России может стать победой ценой поражения,,News_Politics,,delay,all,False,False,3,2017-09-18 08:02:03,alexandr,-/-=-,-/-=-
30,78211ded_ru,Правительство составило календарь праздников на 2018 год,,Others,,delay,all,False,False,3,2017-09-18 09:44:38,xinyunx,2251/-=-,239/2191=10.91%
31,9ce19d78_ru,Умер оперный певец Зураб Соткилава,,News_Entertainment,,delay,all,False,False,3,2017-09-18 09:45:08,xinyunx,427/-=-,34/414=8.213%
32,f54f5bdb_ru,Какими будут новые номерные знаки для автомобилей,,Auto,,delay,all,False,False,3,2017-09-18 10:02:34,xinyunx,645528/-=-,85163/611526=13.93%
33,ae38d920_ru,Российские мобильные операторы начнут точнее отслеживать перемещения абонентов,,Technology,,delay,all,False,False,3,2017-09-18 10:12:44,xinyunx,-/-=-,-/-=-
34,659cf7db_ru,Тайфун «Талим» оставил Сахалин без паромной связи с материком,,Others,,delay,all,False,False,3,2017-09-18 10:19:29,alexandr,15/-=-,2/14=14.29%
35,593aeb5f_ru,Раскрыты подробности смерти Зураба Соткилавы,,News_Entertainment,,delay,all,False,False,3,2017-09-18 10:20:31,alexandr,-/-=-,-/-=-
36,e693f3c9_ru,«Вице-президент» стал лучшим комедийным сериалом премии «Эмми»,,News_Entertainment,,delay,all,False,False,3,2017-09-18 10:21:53,alexandr,1166/-=-,82/1133=7.237%
37,d972f7e9_ru,Елизавета Пескова удалила свой инстаграм,,News_Entertainment,,delay,all,False,False,3,2017-09-18 10:22:44,alexandr,83750/-=-,10744/14106=76.17%
38,43ac4a47_by,Научитесь играть со своими детьми!,,Others,,delay,all,False,False,3,2017-09-18 10:25:59,alexandr,1265/-=-,64/1225=5.224%
40,baf08317_by,Российский робот-хирург готов к серийному производству,,Others,,delay,all,False,False,3,2017-09-18 10:30:09,alexandr,-/-=-,-/-=-
41,e3de9601_ru,Полиция заинтересовалась записью избиения пермской школьницы подростками,,Others,,delay,all,False,False,3,2017-09-18 10:33:41,alexandr,9/-=-,-/10=-
