id,entry_id,title,push_title,category,city,push_type,push_os,push_entire,test_mode,status,insert_time,operator,Receive/Send,Click/Show
31898,cf25f28d_in,Reliance Jio offers HUGE Cashback on Redmi 5A,How To Avail,Business,,immediately,all,True,0,3,2017-12-01 03:44:35,utsavm,5679542/-=-,82052/5457474=1.503%
31899,204c65b1_in,"Jio: 199 रु. का नया प्लान, Redmi 5A पर 1,000 रु. का कैशबैक",अनलिमिटेड मंथली प्लान,Business,,immediately,all,True,0,3,2017-12-01 03:45:37,utsavm,4441241/-=-,77810/4232567=1.838%
31900,d7799ef_in,When Vikas saved Shilpa from a having an embarrassing wardrobe malfunction – Watch,,News_Entertainment.TV,,delay,all,False,0,3,2017-12-01 03:58:21,utsavm,818224/-=-,40037/778736=5.141%
31901,38b33358_in,"WhatsApp stopped working for around 1 hour last night, the app is working fine now",,Technology,,delay,all,False,0,3,2017-12-01 03:58:32,utsavm,1191835/-=-,46592/1130640=4.121%
31902,b1c7c563_in,"Xiaomi Redmi 5A launched in India, price starts at Rs 4,999",,Technology,,delay,all,False,0,3,2017-12-01 03:58:39,utsavm,521873/-=-,15996/471006=3.396%
31903,9922be91_in,"Reliance Jio offer extended: Recharge with Rs 399 or above, get Rs 2599 cashback",,Technology,,delay,all,False,0,3,2017-12-01 03:59:00,utsavm,1186571/-=-,42198/1123423=3.756%
31904,193a789c_in,Aadhaar Card Linking With LIC Policy: How To Do It Online,,Business,,delay,all,False,0,3,2017-12-01 03:59:07,utsavm,127879/-=-,4637/122763=3.777%
31905,a02eea8d_in,ये है दुनिया की सबसे खूबसूरत वकील.. इनके क्लाइंट बनने के लिए मर्डर तक कर जाते हैं लोग,,Others,,delay,all,False,0,3,2017-12-01 04:10:34,utsavm,28958/-=-,1009/28267=3.57%
31906,d3cb57cd_in,"इंडियन क्रिकेटर की वाइफ है ये हसीना, दीवाना बना देंगी इनकी तस्वीरें",,News_Sports.Cricket,,delay,all,False,0,3,2017-12-01 04:10:51,utsavm,284702/-=-,8287/264852=3.129%
31907,865d5e05_in,"9वीं पास से हुआ 100 करोड़ की मालकिन को प्यार, 6 बार करवाना पड़ अबॉर्शन",,Others,,delay,all,False,0,3,2017-12-01 04:10:58,utsavm,1901591/-=-,53487/1793206=2.983%
