id,entry_id,title,push_title,category,city,push_type,push_os,push_entire,test_mode,status,insert_time,operator,Receive/Send,Click/Show
2593,abe36faf,"Soal Ahok, Nuarta: Kerjanya Luar Biasa, Kok Kita Buang",Berita Top Pagi,News_Politics,,immediately,all,True,False,3,2017-05-01 01:15:45,andrewka,403662/-=-,29012/387664=7.484%
2594,abe36faf,"Soal Ahok, Nuarta: Kerjanya Luar Biasa, Kok Kita Buang",Berita Top Pagi,News_Politics,,delay,all,False,False,3,2017-05-01 01:15:45,auto_gen,190883/-=-,12134/177898=6.821%
2595,17f1eec7,"Amankan 'May Day', Polda DIY Siagakan 2 Ribu Personel",,Crime,yogyakarta,delay,all,False,False,3,2017-05-01 01:54:52,andrewka,131/-=-,6/135=4.444%
2596,95144e08,Bareskrim Tangkap Buronan KPK Miryam S Haryani di Kemang,,News_Politics,jakarta,delay,all,False,False,3,2017-05-01 01:55:19,andrewka,5607/-=-,328/5534=5.927%
2597,d689a821,Pedagang Pasar Sentral Korban Pemerasan Mengadu ke Wapres JK,,Others,,delay,all,False,False,3,2017-05-01 01:56:09,andrewka,602/-=-,39/605=6.446%
2598,d657e210,"Menjabat 100 Hari, Trump Puji Kinerjanya Sendiri",,Politics,,delay,all,False,False,3,2017-05-01 01:56:34,andrewka,28922/-=-,1900/28162=6.747%
2599,66efb2c2,Inilah Deretan Mobil Retro Classics di IIMS 2017,,Auto,,delay,all,False,False,3,2017-05-01 01:56:55,andrewka,2287/-=-,88/2243=3.923%
2600,6199bb1,"Bertemu Pimpinan PKS, Prabowo: Persekutuan Kita Semakin Kuat",,Politics,jakarta,delay,all,False,False,3,2017-05-01 01:57:28,andrewka,66692/-=-,5439/64667=8.411%
2601,dd0acf9f,Pasukan Perancis Ringkus 20 Jihadis di Mali,,News_Politics,,delay,all,False,False,3,2017-05-01 01:57:45,andrewka,8379/-=-,803/8218=9.771%
2602,c350cec9,"Tujuan Tottenham Juara, Bukan untuk Ungguli Arsenal",,News_Sports,,delay,all,False,False,3,2017-05-01 01:59:16,andrewka,752/-=-,38/721=5.27%
2603,b12c5d69,Messi dan Suarez Semakin Tinggalkan Ronaldo,,News_Sports,,delay,all,False,False,3,2017-05-01 01:59:42,andrewka,22200/-=-,2035/21131=9.63%
2604,9d60af37,"Temui Jokowi, BMI Hong Kong Diperlakukan Kasar Paspampres",,Others,,delay,all,False,False,3,2017-05-01 02:00:13,andrewka,218214/-=-,9130/208865=4.371%
2605,b9d29d4b,Jangan Biarkan Bus Tak Laik Operasi Berkeliaran di Jalanan,,Crime,jakarta,delay,all,False,False,3,2017-05-01 02:01:05,andrewka,2190/-=-,160/2162=7.401%
2606,b8ab2a1,Welbeck: Kekalahan dari Tottenham Sangat Menyakitkan,,News_Sports,,delay,all,False,False,3,2017-05-01 02:01:27,andrewka,3324/-=-,196/3192=6.14%
2607,63f8c4fb,Hyundai Kona Bawa Indentitas Baru Model SUV,,Auto,,delay,all,False,False,3,2017-05-01 02:01:36,andrewka,1111/-=-,58/1086=5.341%
2608,d216a000,"Tak Mau Nikah Usai Lulus SMK, Badrya Berjuang Untuk Kuliah",,Education,,delay,all,False,False,3,2017-05-01 02:02:52,andrewka,3173/-=-,148/3109=4.76%
2609,37f1c5ca,"Keuntungan Industri Tiongkok Naik 23,8% di Maret 2017",,Business,,delay,all,False,False,3,2017-05-01 02:03:08,andrewka,87/-=-,-/84=-
2610,2612de10,Ratusan Ribu Buruh dari Daerah Unjuk Rasa di Istana Negara,,Others,jakarta,delay,all,False,False,3,2017-05-01 02:10:32,andrewka,4239/-=-,112/4143=2.703%
2611,dca82129,Pemkot dan MTIR akan Gelar Pertemuan Bahas Jadwal Relokasi ,,Others,,delay,all,False,False,3,2017-05-01 02:10:46,andrewka,830/-=-,45/804=5.597%
2612,dc98d884,Hari Ini Ribun Buruh di Makassar Turun ke Jalan ,,Others,,delay,all,False,False,3,2017-05-01 02:10:55,andrewka,4482/-=-,329/4378=7.515%
2613,35baba53,Liga Inggris: Kemenangan Emosional Bagi Tottenham,,News_Sports,,delay,all,False,False,3,2017-05-01 04:06:10,andrewka,7732/-=-,452/7493=6.032%
2614,63ad24eb,"Terasa Akan Meninggal, Ini Curhatan Terakhir Soniya",,Crime,,delay,all,False,False,3,2017-05-01 04:08:35,andrewka,150899/-=-,9983/139927=7.134%
2615,8c78829,"Menu Makanan di Maskapai Penerbangan Korut, Berani Coba?",,Travel,,delay,all,False,False,3,2017-05-01 04:09:32,andrewka,3902/-=-,329/3421=9.617%
