id,entry_id,title,push_title,category,city,push_type,push_os,push_entire,test_mode,status,insert_time,operator,Receive/Send,Click/Show
11213,98b79a41_in,BSNL offers 5 times more data at 60 percent discount: Check out new Loot Lo deal,,Business,,delay,all,False,False,3,2017-11-01 03:59:18,utsavm,358533/-=-,15337/324548=4.726%
11214,cc7c9d94_in,"Latest Reliance Jio Recharge Plans - From Rs 149 To Rs 399 To Rs 459 To Rs 9,999",,Business,,delay,all,False,False,3,2017-11-01 03:59:28,utsavm,769433/-=-,39974/712990=5.607%
11215,a9c1e1be_in,"Aadhaar-SIM Linking: What Vodafone, Airtel, Idea Customers Need To Do",,Others,,delay,all,False,False,3,2017-11-01 03:59:38,utsavm,358274/-=-,15239/334816=4.551%
11216,f3b9d71d_in,"BSNL Recharge: Unlimited Calls, 90 GB Data For 90 Days In Latest Offer",,Business,,delay,all,False,False,3,2017-11-01 03:59:47,utsavm,2187360/-=-,86176/1953392=4.412%
11217,61ef7a22_in,Nokia 2 quick review: A budget smartphone that looks extremely premium,,Technology,,delay,all,False,False,3,2017-11-01 03:59:58,utsavm,257247/-=-,9432/250551=3.765%
11218,572f45e7_in,Ever regretted sending a WhatsApp message? Now you can delete it,New Feature!,Technology,,immediately,all,True,False,3,2017-11-01 04:00:35,utsavm,6319164/-=-,133088/5659500=2.352%
11219,29decce_in,"फोन में कर दें ये 3 सेटिंग, डाटा नहीं होगा ट्रैक, WhatsApp मैसेज रहेंगे सेफ",Trick of the Day,Others,,immediately,all,True,False,3,2017-11-01 04:03:02,utsavm,4456708/-=-,137525/4125321=3.334%
11220,9a719ba2_in,इस मलयालम फिल्म के जरिए डेब्यू करने जा रही हैं पूर्व एडल्ट स्टार मिया खलीफा,,News_Entertainment,,delay,all,False,False,3,2017-11-01 04:04:31,utsavm,47403/-=-,1293/45710=2.829%
11221,221a5978_in,मोदी सरकार गरीबों को देगी हर महीने 2600 रुपए,,News_Politics,,delay,all,False,False,3,2017-11-01 04:04:45,utsavm,120817/-=-,5799/115961=5.001%
11222,fac00f07_in,सलमान खान VS अजय देवगन.. एक फ्लॉप.. एक ब्लॉकबस्टर.. RECORD,,News_Entertainment,,delay,all,False,False,3,2017-11-01 04:04:56,utsavm,100458/-=-,2905/73693=3.942%
11223,544c6b71_in,"IND vs NZ: विराट कोहली ने कराया टीम इंडिया का नाइट-आउट, देखें तस्‍वीरें",,News_Sports,,delay,all,False,False,3,2017-11-01 04:05:14,utsavm,132476/-=-,6092/127075=4.794%
11224,acf47b75_in,एंड्रॉइड यूजर्स सावधान! आपकी हर एक्टिविटी गूगल को भेजता है आपका स्मार्टफोन,,Technology,,delay,all,False,False,3,2017-11-01 04:06:04,utsavm,182244/-=-,5586/175045=3.191%
11225,16c0d86f_in,"न्यूयॉर्क में आतंकी हमला, ट्रक से दर्जनों राहगीरों को कुचला, 6 की मौत",,Others_Terrorism,,delay,all,False,False,3,2017-11-01 04:12:29,utsavm,21127/-=-,908/20552=4.418%
11226,f3b79488_in,पोर्न स्टार मिया खलीफा का इंडियन फिल्म इंडस्ट्री में धमाका,,News_Entertainment,,delay,all,False,False,3,2017-11-01 04:12:37,utsavm,2602422/-=-,121790/2515114=4.842%
11227,3e4dd500_in,'कालाचश्मा' पर मूव्स करती माहिरा का वीडियो वायरल...!,,News_Entertainment,,delay,all,False,False,3,2017-11-01 04:12:44,utsavm,81167/-=-,4366/77343=5.645%
