id,entry_id,title,push_title,category,city,push_type,push_os,push_entire,test_mode,status,insert_time,operator,Receive/Send,Click/Show
156726,45b13593_in,6 Men STRIP & MOLEST a GIRL on Road !!, VIDEO Shared ONLINE,Crime,,immediately,all,True,0,3,2018-05-01 03:41:50,utsavm,1/-=-,-/1=-
156727,755eb80a_in,B'DAY SPL: जब इस बात को लेकर अनुष्का के सामने रो पड़े थे विराट कोहली,,News_Sports.Cricket,,delay,all,False,0,3,2018-05-01 03:43:05,utsavm,-/-=-,-/-=-
156732,f9b45b55_in,"रास्ते में पकड़कर दिखा रहे थे ब्लू FILM, बच्ची की चीख सुनकर ......",बाबा रे बाबा !!!!,Crime,,immediately,all,True,0,3,2018-05-01 03:47:54,utsavm,2/-=-,-/2=-
156734,2f37af25_in,Sakhi Ke Biyah: Chand Utral Ba Angnaiya SONG is OUT - Watch video,,News_Entertainment,,delay,all,False,0,3,2018-05-01 03:56:43,utsavm,-/-=-,-/-=-
156740,fc54f589_in,Nora is the HOTTEST Bollywood Actress!! You'll Want To Follow On Instagram,,News_Entertainment.Bollywood,,delay,all,False,0,3,2018-05-01 04:02:18,utsavm,-/-=-,-/-=-
156794,a33cbb55_in,"Petrol, Diesel Price on 1st May 2018: Check Out Rates",,Business,,delay,all,False,0,3,2018-05-01 04:53:54,utsavm,-/-=-,-/-=-
156795,71236343_in,Jio को टक्कर देने आया Airtel का ये अनलिमिटेड वाला सस्ता प्लान,मिलेगी ये नई सर्विस !!!,Business,,delay,all,False,0,3,2018-05-01 04:55:11,utsavm,-/-=-,-/-=-
156796,f79d3eed_in,"फिर नाबालिग के साथ गैंगरेप, MMS बना किया वायरल",,Crime,,delay,all,False,0,3,2018-05-01 04:56:33,utsavm,-/-=-,-/-=-
156804,c681416f_in,"OMG! अजय देवगन को हुई ऐसी बीमारी, चाय का कप तक नहीं उठा पा रहे",,News_Entertainment.Bollywood,,delay,all,False,0,3,2018-05-01 05:04:27,apoorvs,-/-=-,-/-=-
156812,a419485d_in,"राखी सावंत ने अर्शी खान पर लुटाया प्यार, बोलीं इतनी बड़ी बात ",यह क्या कह गईं राखी ,Funny,,delay,all,False,0,3,2018-05-01 05:11:15,apoorvs,-/-=-,-/-=-
